Continent,AREA1,AREA2,COUNTRY,ID_Lloyds,Name_Lloyds,X1,Y1,Type_Analysis,Analysis1,Analysis2,Analysis3,Analysis4,Analysis5,Analysis6
Europe,UKE,NEU,GBR,1085,Padstow,-4.938,50.541,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,9479,Paducah,-88.617,37.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,HRV,1052,Pag,15.05,44.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,8420,Pagadian,123.433,7.817,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,GNQ,3793,Pagalu Is.,5.617,-1.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,3050,Pagatan,113.333,-3.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,7787,Pagbilao,121.75,13.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,9626,Pagerungan Terminal,115.95,-6.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,ASM,674,Pago Pago,-170.682,-14.273,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,1992,Paimboeuf,-2.04,47.287,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,2477,Paimpol,-3.05,48.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,9950,Painan,100.567,-1.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,770,Paisley,-4.433,55.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,PER,5325,Paita,-81.117,-5.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,10509,Paiton,113.581,-7.715,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,PAK,1859,Pakistan,,,2,,Country_Continent,,,,
North America,USG,USG,USA,8927,Palacios,-96.217,28.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ESP,1138,Palamos,3.129,41.844,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,AGO,534,Palanca Terminal,12.4,-6.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,10493,Palangga,122.369,-4.447,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,834,Palangkaraya,113.917,-2.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,7894,Palatka,-81.667,29.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,6404,Palau(ITA),9.383,41.183,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,PLW,4212,Palau(Pacific Is.),134.582,7.513,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,1084,Palawan Is.,118.5,9.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,EST,7540,Paldiski,24.05,59.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,4926,Palembang,104.767,-2.983,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,DOM,1558,Palenque Terminal,-70.183,18.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2779,Palermo,13.361,38.132,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,COL,10109,Palermo(COL),-74.483,9.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,EST,7880,Paljassaare,24.708,59.457,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,3113,Palm Beach,-80.05,26.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,VCT,700,Palm Is.,-61.396,12.586,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,CNI,1546,Palma(Canary Is),-17.77,28.68,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ESP,3243,Palma(Maj),2.626,39.57,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,MOZ,10724,Palma(MOZ),40.483,-10.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,9803,Palmarejo,-71.6,10.483,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,5687,Palmas Bay,8.512,39.013,3,,,Flow_Grid,,Unknown_Unidentified,
Africa,WAF,WAF,CPV,1455,Palmeira,-23,16.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,NZL,9863,Palmerston North,175.617,-40.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,UMI,8396,Palmyra Atoll,-162.417,5.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,CUB,7681,Palo Alto,-78.967,21.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,8490,Palompon,124.367,11.067,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,5068,Palopo,120.217,-2.983,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1849,Palu,119.85,-0.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,5214,Palua,-62.7,8.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,2368,Paluden,-4.517,48.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,3637,Pamatacual,-64.567,10.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,1059,Pamatacualito,-64.583,10.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,2427,Pamintayan Point,123.083,7.679,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,PER,10011,Pampa Melchorita,-76.267,-13.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,2667,Pampatar,-63.783,11,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,2435,Pampo Linguado,,,4,,,,Exclude,,
Latin America,SAA,SAA,BRA,3616,Pampo Sul,,,4,,,,Exclude,,
East Asia,SEA,SEA,PHL,3797,Panabo,125.683,7.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,LKA,8234,Panadura,79.917,6.717,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,IND,4033,Panaji,73.817,15.483,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAM,CAM,PAN,4964,Panama,,,2,,Country_Continent,,,,
Latin America,CAM,CAM,PAN,5569,Panama Canal,-79.68,9.08,3,,,Flow_Grid,,,
Latin America,CAM,CAM,PAN,8997,Panama City(PAN),-79.533,8.983,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,2039,Panama City(USA),-85.65,30.133,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAM,CAM,PAN,10298,Panama Pacific light. area,,,4,,,,Exclude,,
Europe,SEU,SEU,ITA,3796,Panarea,15.067,38.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,59,Panarukan,113.933,-7.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,1929,Panay Is.,122.483,11.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,SCG,4316,Pancevo,20.667,44.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,TZA,7767,Pangani,39,-5.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,5341,Pangi,121.833,13.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1456,Pangkalan Brandan,98.283,4.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1581,Pangkalan Bun,111.4,-2.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,4733,Pangkalan Susu,98.2,4.117,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,241,Pangkalbalam,106.167,-2.1,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,3321,Pangkalpinang,106.15,-2.133,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,7711,Pangnirtung,-65.75,66.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,5450,Panjang,105.327,-5.468,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,10403,Panjang Anch.,105.302,-5.511,3,,,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9592,Panjin,122.067,41.117,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,IND,8446,Panna Field,71.941,19.363,4,,,,Exclude,,
East Asia,CHI,CHI,CHN,9536,Panshi,126.033,42.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,1667,Pantelleria,12,36.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1734,Pantoloan,119.833,-0.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,7995,Panyu,113.3,22.9,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9261,Panyu Terminal,114.7,20.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,10560,Papa-Terra Field,-41.064,-23.513,4,,,,Exclude,,
Oceania,AUS,AUS,PYF,2369,Papeete,-149.583,-17.533,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,DEU,2565,Papenburg,7.383,53.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,6289,Papendrecht,4.633,51.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,EMD,EMD,CYP,3310,Paphos,32.417,34.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,PNG,3022,Papua New Guinea,,,2,,Country_Continent,,,,
Europe,UKE,NEU,GBR,870,Par,-4.7,50.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,2513,Paradero,-62.633,8.4,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,IND,1470,Paradip,86.683,20.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,IND,1479,Paradip Roads,86.75,20.185,3,,,Flow_Grid,,,
Oceania,AUS,AUS,ATA,8969,Paradise Harbour,-62.92,-64.856,3,,,Flow_Grid,,,
Latin America,SAA,SAA,VEN,2125,Paraguana Peninsula,,,2,,Country_Continent,,,,
Latin America,SAA,SAA,PRY,930,Paraguay,,,2,,Country_Continent,,,,
Europe,SCN,SCN,FIN,7921,Parainen,22.3,60.283,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,SUR,1802,Paramaribo,-55.167,5.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,PER,6074,Paramonga,-77.833,-10.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,ARG,5264,Parana,-60.511,-31.741,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,3092,Paranagua,-48.518,-25.504,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,10269,Paranagua Anch.,-48.195,-25.69,3,,,Flow_Grid,,,
Latin America,SAA,SAA,SUR,7836,Paranam,-55.083,5.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,9293,Parati,-44.717,-23.217,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,965,Pare Pare,119.617,-4,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,GUF,7669,Pariacabo,-52.667,5.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,4457,Parigi,120.217,-0.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,8930,Parintins,-56.733,-2.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,4600,Paris,2.333,48.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAM,CAM,PAN,2675,Parita Bay,-80.4,8.133,3,,,Flow_Grid,,,
Latin America,SAA,SAA,BRA,7943,Parnaiba,-41.783,-2.933,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,EST,4210,Parnu,24.483,58.383,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,4670,Paros,25.317,37.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,10658,Parque das Baleias Field,,,4,,,,Exclude,,
Latin America,SAA,SAA,BRA,10034,Parque das Conchas Field,-39.25,-20.9,4,,,,Exclude,,
North America,CAN,CAN,CAN,1889,Parrsboro,-64.333,45.383,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,6326,Parry Sound,-80.05,45.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,4288,Partington,-2.433,53.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,7727,Pasacao,123.033,13.483,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,10199,Pasadena,-95.217,29.717,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,ESP,1826,Pasajes,-1.921,43.321,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,25,Pascagoula,-88.567,30.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,2853,Pascagoula light. area,,,4,,,,Exclude,,
North America,USP,USP,USA,9409,Pasco,-119.083,46.217,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,1903,Pasir Gudang,103.898,1.437,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,PAK,5052,Pasni,63.467,25.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,4686,Paspebiac,-65.233,48.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,8735,Pass Christian,-89.233,30.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,IRL,5400,Passage West,-8.333,51.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,DEU,8734,Passau,13.467,48.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,CUB,282,Pastelillo,-77.217,21.55,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,7779,Pasuruan,112.883,-7.617,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,9326,Pataholm,16.433,56.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,251,Patchogue,-73.017,40.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FIN,9324,Pateniemi,25.4,65.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,MMR,3566,Pathein,94.717,16.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,EMD,EMD,GRC,3154,Patmos,26.583,37.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,3223,Patras,21.738,38.254,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,10514,Patreksfjordur,-24.003,65.597,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,3578,Patrekshofn,-23.983,65.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,THA,2674,Pattani,101.3,6.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,THA,2597,Pattaya,100.883,12.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,7731,Patterson,-91.333,29.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,5287,Pauillac,-0.75,45.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,10106,Paulatuk,-124.067,69.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,8717,Paulina,-90.7,30.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,8554,Paull,-0.232,53.721,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,8661,Paulsboro,-75.25,39.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,8385,Pavia,9.133,45.183,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,LVA,7747,Pavilosta,21.183,56.9,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,5215,Paxoi,20.167,39.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,EMD,EMD,TUR,4408,Payas,36.183,36.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,URY,3145,Paysandu,-58.033,-32.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,8056,Pazar,40.867,41.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,AGO,10168,Pazflor Terminal,12.11,-7.593,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,9559,Pearlington,-89.6,30.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,MOZ,5526,Pebane,38.133,-17.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,8435,Pecem,-38.817,-3.55,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,RUS,5324,Pechenga,31.167,69.55,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,RUS,6097,Pechora,57.3,65.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,CHL,6089,Pecket,-71.195,-52.952,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,10040,Pedernales,-62.25,9.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,CPV,507,Pedra de Lume,-22.9,16.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAM,CAM,PAN,832,Pedregal,-82.433,8.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,5624,Peekskill,-73.917,41.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,IOM,1939,Peel,-4.7,54.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DEU,8983,Peenemunde,13.768,54.138,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,EST,9291,Peetri,24.733,59.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,NZL,2723,Pegasus Bay,173,-43.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,DEU,5806,Peine,10.217,52.317,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,4910,Pekan,103.4,3.483,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1652,Pekanbaru,101.45,0.55,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,10642,Pelabuhan Ratu,106.546,-7.002,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,9216,Pelee Is.,-82.667,41.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,9411,Pelican,-136.217,57.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,7574,Pellestrina,12.3,45.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,DEU,3079,Pellworm Is.,8.637,54.517,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,7831,Pelotas,-52.25,-31.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,840,Pemangkat,108.917,1.133,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,MOZ,5736,Pemba,40.5,-12.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,8097,Pembroke,-4.951,51.693,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,5757,Penang,100.333,5.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,575,Penang light. area,,,4,,,,Exclude,,
East Asia,SEA,SEA,MYS,8999,Penara Terminal,105.017,6.133,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,CHL,5000,Penco,-72.983,-36.733,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,3738,Pendik,29.252,40.875,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9998,Peng Lai Field,120.08,38.393,4,,,,Exclude,,
East Asia,SEA,SEA,MYS,10536,Pengerang,104.175,1.343,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,TWN,9623,Penghu Is.,-77.25,-11.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,8308,Penglai,120.717,37.817,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9853,Pengze,116.533,29.883,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,PRT,5827,Peniche,-9.383,39.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,2049,Peninsular Malaysia,,,2,,Country_Continent,,,,
Europe,UKE,NEU,GBR,3006,Penmaenmawr,-3.95,53.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,NGA,4614,Pennington Terminal,5.617,4.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,9412,Pennsauken,-75.033,39.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,2802,Pennsylvania,,,2,,Country_Continent,,,,
Europe,UKE,NEU,GBR,4892,Penryn,-5.1,50.167,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,2281,Pensacola,-87.217,30.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,VUT,6382,Pentecost Is.,168.19,-15.761,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,7780,Penuba,104.467,-0.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,PRI,9622,Penuelas,-66.757,17.98,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,2713,Penzance,-5.538,50.119,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,8738,Peoria,-89.583,40.683,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,SLE,5092,Pepel,-13.058,8.578,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,5004,Perai,100.367,5.383,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,5132,Perama,23.572,37.966,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,6109,Perawang,101.617,0.65,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,8389,Perce,-64.217,48.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,10165,Peregrino Field,-41.259,-23.318,4,,,,Exclude,,
Europe,BLK,BLK,RUS,7712,Perm,56.167,58.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FIN,9700,Pernio,23.117,60.183,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FIN,4963,Perno,26.05,60.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,ARA,ARA,,526,Persian Gulf,,,2,,Country_Continent,,,,
Latin America,SAA,SAA,VEN,125,Pertigalete,-64.55,10.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,PER,1594,Peru,,,2,,Country_Continent,,,,
Europe,BLK,BLK,UKR,9752,Pervomaysk,30.833,48.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,5190,Pesaro,12.9,43.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,3405,Pescara,14.228,42.465,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,1318,Peterhead,-1.783,57.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,6483,Petersburg,-132.95,56.817,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,2977,Petit Couronne,1.02,49.386,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,HTI,1072,Petit Goave,-72.867,18.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,10667,Petite Forte,-54.671,47.395,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,RUS,3192,Petrodvorets,29.917,59.883,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,RUS,2703,Petropavlovsk-Kamchatskiy,158.633,53.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,MTG,2857,Petrovac,18.917,42.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,RUS,2859,Petrozavodsk,34.317,61.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,RUS,4927,Pevek,170.3,69.717,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,2594,Philadelphia,-75.143,39.904,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,3429,Philippines,,,2,,Country_Continent,,,,
Latin America,CAR,CAR,SXM,7829,Philipsburg,-63.05,18.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
